listing_id,source_portal,listing_url,scraped_at,latitude,longitude,locality,sublocality,address,landmark_details,pincode,bhk_type,property_type,furnishing,floor_number,total_floors,facing,sqft,area_type,age_years,apartment_bio,monthly_rent,deposit_amount,maintenance_monthly,price_per_sqft,bathrooms,parking,has_lift,has_gym,has_security,luxury_amenities,is_verified,is_premium,owner_type,confidence_score,possession_status,listed_date,last_updated,is_available
Mf1YQgJso+ZzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-1600-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-37-in-Chandigarh&id=4d423834323732393937,2026-04-19 13:51:15,30.7378169,76.7495233,,Sector-37,"Chandigarh, Chandigarh",,,,Builder Floor Apartment,Furnished,3,3,East,1600,Sq-ft,2013,"Builder floor apartment is available for rent. It has a covered area of 1600 sq-ft, it is 1 BHK apartment. Please contact for more details. You can avail the 1 BHK flat for rent in the well-known location of Sector 37. The apartment is available at an affordable rental price of ₹40,037. The apartment is on the 3 floor, has a carpet area of 700 sqft with 1 bathrooms and 2 balcony. The property features power back up, reserved parking, security, air conditioned, ro water system. The apartment is located at Sector 37, Chandigarh, Chandigarh.",40037,,40000,25,1,,Yes,No,No,"Air Conditioned, RO Water System",True,True,Agent,47,Immediately,2026-04-17T01:31:44.000Z,"Apr 17, '26",True
Pf1CLhJVHYlzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-600-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-9-in-Chandigarh&id=4d423736383934333233,2026-04-19 13:51:15,30.7466677,76.7942403,,Sector 9,"Chandigarh, Chandigarh","19202|Carmel Convent, 19202|Chitkara University",,,Apartment,Furnished,1,2,North - West,,,15 to 20 years,"Brand New Luxurious Built Triple Storey with Lift Find this 1 BHK rental flat in Sector 9 Chandigarh. Located on the 1 floor, the flat comprises 1 bathrooms, 1 balcony, and has a carpet area of 600 sqft. This unit features air conditioned. Visit the flat at Sector 9, Chandigarh, Chandigarh.",45000,,,,1,,No,No,No,Air Conditioned,True,True,Agent,48,Immediately,2026-04-04T05:04:59.000Z,"Apr 04, '26",True
P5TXoQBAoe9zpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-788-Sq-ft-Multistorey-Apartment-FOR-Rent-Zirakpur-in-Chandigarh&id=4d423832343936373135,2026-04-19 13:51:15,30.656788,76.82119203,,Zirakpur,K Tower,"19201|Mk Technology Park, 19202|St. Xaviers International School, 19202|V.B. International Senior Secondary School, 19206|Chandigarh Citi Centre, 19206|Tricity Square",,,Apartment,Furnished,2,8,North - East,788,Sq-ft,Less than 5 years,"Property Description This is 1bhk furnished Flat Available for rent on PAtiala Road Emenities in society Parks, Swimming Pool, club house, security cctv cameras jogging track, power backup in common area Emenities in Flat 3 Split Ac, 3 Gyser, 1 Ro, 1 Chimney, 4 Celling Fan, Tube lights Led Bulbs, Curtain Roads, modular kitchen in Flat Emenities Near to Society malls, gym schools, supermarkets etc",27000,27000,0,34,2,1 Covered,Yes,No,No,"Service/Goods Lift, Visitor Parking",False,True,Agent,100,Immediately,2026-04-16T23:45:22.000Z,"Apr 17, '26",True
AJMnRCD7BplzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-2300-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-27-in-Chandigarh&id=4d423834323030373331,2026-04-19 13:51:15,30.7231259,76.7985669,,Sector 27,"Chandigarh, Chandigarh","19202|Bhavan Vidyalaya, 19202|Sri Aurobindo School Of Integral Education",,,Builder Floor Apartment,Furnished,1,2,East,2300,Sq-ft,10 to 15 years,"Beautiful 1 BHK furnished apartment in Sector 27 Chandigarh. 1 BHK apartment is available on rent in Sector 27 Chandigarh right away. The rent of the 1 BHK flat is ₹26,000. Get access to smart facilities such as 1 Wardrobe, 1 Bed, Fridge, 1 AC and Sofa simply by choosing this flat for rent. The flat is on the 1 floor and includes 1 bathrooms, 1 balcony with a carpet area of 2250 sqft. The property includes 1 Open parking. This property offers reserved parking, security. Visit the flat at Sector 27, Chandigarh, Chandigarh.",26000,26000,1,11,1,1 Open,No,No,No,,True,True,Agent,88,Immediately,2026-04-11T13:33:51.000Z,"Apr 11, '26",True
YCJw717gRDJzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-1200-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-20-in-Chandigarh&id=4d423833383833323833,2026-04-19 13:51:15,30.7213417,76.7812596,,Sector 20,"Chandigarh, Chandigarh",,,,Builder Floor Apartment,Furnished,1,2,East,1200,Sq-ft,5 to 10 years,"Newly renovated independent fully furnished 1 bedroom attached bathroom, drawing, dinning, modular kitchen. A beautiful 1 BHK flat is available for rent in Sector 20. The Rent amount of this 1 BHK apartment is set at an attractive price of ₹26,000. Located on the 1 floor, the flat comprises 1 bathrooms, 1 balcony, and has a carpet area of 1000 sqft. The apartment comes furnished with reserved parking, air conditioned, ro water system. The flat can be visited at Sector 20, Chandigarh, Chandigarh.",26000,26000,,22,1,,No,No,No,"Air Conditioned, RO Water System",True,True,Agent,68,Immediately,2026-03-20T15:08:38.000Z,"Mar 20, '26",True
bNPULsfj+rlzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-550-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Chandigarh&id=4d423733303430303835,2026-04-19 13:51:15,,,,Swarn,"Chandigarh, Chandigarh",,160036,,Apartment,Furnished,1,1,,550,Sq-ft,,"If you are planning to rent a flat, you can consider this 1 BHK flat situated in the prime location of H No 151 Sector 36 A Chandigarh 160036. The Rent amount of this 1 BHK apartment is set at an attractive price of ₹27,000. This is a no-brokerage flat because the owner has posted the ad on this 1 BHK apartment.",27000,27000,500,49,1,,No,No,No,,False,False,Owner,51,Immediately,2026-04-12T13:47:57.000Z,"Apr 12, '26",True
rPlJB6YolWZzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-1500-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-33-in-Chandigarh&id=4d423834323033303931,2026-04-19 13:51:15,30.7137743,76.769673,,Sector-33,"Chandigarh, Chandigarh","19201|Graycell Technologies, 19202|Kendriya Vidyalya Sangathan, 19202|Paragon Convent School, 19203|Landmark Hospital, 19203|Ayu Health Hospital",,,Builder Floor Apartment,Furnished,3,3,East,1500,Sq-ft,2013,"fully fur 1 bedroom drawing dining If you are planning to rent a flat, you can consider this 1 BHK flat situated in the prime location of Sector 33. The flat is available for rent at a competitive amount of ₹26,033. The apartment is on the 3 floor, has a carpet area of 500 sqft with 1 bathrooms and 2 balcony. This flat is fitted with power back up, security, air conditioned, ro water system. The flat can be visited at Sector 33, Chandigarh, Chandigarh.",26033,26000,,17,1,,No,No,Yes,"Air Conditioned, RO Water System",True,True,Agent,49,Immediately,2026-04-12T03:58:48.000Z,"Apr 12, '26",True
ZqFShxB7U/FzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-1200-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-16-in-Chandigarh&id=4d423536333430383835,2026-04-19 13:51:15,30.7464418,76.7783748,,Sector 16,"Chandigarh, Chandigarh",,,,Builder Floor Apartment,Semi-Furnished,1,2,North - East,1200,Sq-ft,Less than 5 years,"If you are searching a 1 BHK apartment for rent in Sector 16, check out this amazing rental flat. This 1 BHK flat is available at the reasonable rent amount of ₹30,000. The flat is on the 1 floor and includes 1 bathrooms, 1 balcony with a carpet area of 1200 sqft. This property offers security. Find this apartment at Sector 16, Chandigarh, Chandigarh.",30000,,,25,1,,No,No,No,,True,True,Agent,66,Immediately,2026-04-03T03:57:06.000Z,"Apr 03, '26",True
/JygxO47QClzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-2000-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-33-in-Chandigarh&id=4d423834313730373533,2026-04-19 13:51:15,30.7137743,76.769673,,Sector-33,"Chandigarh, Chandigarh","19201|Graycell Technologies, 19202|Kendriya Vidyalya Sangathan, 19202|Paragon Convent School, 19203|Landmark Hospital, 19203|Ayu Health Hospital",,,Builder Floor Apartment,Furnished,2,3,East,2000,Sq-ft,2013,"fully furnished 1 bedroom drawing dining kitchen washroom Check out this newly constructed 1 BHK flat on rent in the prime location of Sector 33 Chandigarh. This 1 BHK flat can be availed at the rental price of ₹26,033. The apartment is on the 2 floor, has a carpet area of 500 sqft with 1 bathrooms and 2 balcony. This property offers power back up, air conditioned, ro water system. Visit the apartment at Sector 33, Chandigarh, Chandigarh.",26033,26000,,13,1,,No,No,No,"Air Conditioned, RO Water System",True,True,Agent,47,Immediately,2026-04-10T01:09:43.000Z,"Apr 10, '26",True
LRkgSZlT5ltzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-400-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-33-in-Chandigarh&id=4d423834303334323739,2026-04-19 13:51:15,30.7137743,76.769673,,Sector-33,"Chandigarh, Chandigarh","19201|Graycell Technologies, 19202|Kendriya Vidyalya Sangathan, 19202|Paragon Convent School, 19203|Ayu Health Hospital, 19203|Landmark Hospital",,,Builder Floor Apartment,Furnished,2,3,East,,,2013,"fully furnished 1 bedroom hall kitchen washroom Check out this newly constructed 1 BHK flat on rent in the prime location of Sector 33 Chandigarh. The Rent amount of this 1 BHK apartment is set at an attractive price of ₹26,033. The flat is located on the 2 floor which includes 1 bathrooms, 2 balcony, and covers a carpet area of 400 sqft. This flat is fitted with power back up, security, air conditioned, ro water system. The address is Sector 33, Chandigarh, Chandigarh.",26033,26000,,,1,,No,No,Yes,"Air Conditioned, RO Water System",True,True,Agent,48,Immediately,2026-04-02T06:44:46.000Z,"Apr 02, '26",True
xZIRQZ+emN1zpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-1000-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-35-in-Chandigarh&id=4d423833313734363833,2026-04-19 13:51:15,30.7261629,76.7596221,,Sector-35,"Chandigarh, Chandigarh","19202|Shivalik Public School, 19202|Sri Guru Gobind Singh Senior Secondary School, 19206|Piccadily Square Mall",,,Builder Floor Apartment,Furnished,3,3,East,1000,Sq-ft,2013,"Furnished 1 bedroom drawing dining independent 2nd floor for executive A beautiful 1 BHK flat is available for rent in Sector 35. The Rent amount of this 1 BHK apartment is set at an attractive price of ₹28,035. The flat is on the 3 floor and includes 1 bathrooms, 2 balcony with a carpet area of 600 sqft. The flat comes with power back up, reserved parking, security, air conditioned, ro water system. The full address of the apartment is Sector 35, Chandigarh, Chandigarh.",28035,28000,,28,1,,Yes,No,No,"Air Conditioned, RO Water System",True,True,Agent,49,Immediately,2026-04-04T08:15:57.000Z,"Apr 04, '26",True
BcpIRXR6FYNzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-1400-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-38-in-Chandigarh&id=4d423833343935383131,2026-04-19 13:51:15,30.7456844,76.7437522,,Sector-38,"Chandigarh, Chandigarh",,,,Builder Floor Apartment,Furnished,2,3,North,1400,Sq-ft,15 to 20 years,"Builder floor apartment is available for rent. It has a covered area of 1400 sq-ft, it is 1 BHK apartment. Please contact for more details. You can explore this 1 BHK flat on rent in Sector 38 Chandigarh. The apartment is available at an affordable rental price of ₹30,038. Located on the 2 floor, the flat comprises 1 bathrooms, 2 balcony, and has a carpet area of 700 sqft. This flat is fitted with power back up, reserved parking, security, air conditioned, ro water system. Visit the flat at Sector 38, Chandigarh, Chandigarh.",30038,30000,,21,1,,No,No,No,"Air Conditioned, RO Water System",True,True,Agent,51,Immediately,2026-02-21T03:05:55.000Z,"Feb 21, '26",True
E04U0H+LWeJzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-800-Sq-ft-Multistorey-Apartment-FOR-Rent-Zirakpur-in-Chandigarh&id=4d423738353430313137,2026-04-19 13:51:15,30.656788,76.82119203,,Zirakpur,chandigarh delhi highway,"19201|Mk Technology Park, 19202|V.B. International Senior Secondary School, 19202|Maya International School, 19206|Chandigarh Citi Centre, 19206|Tricity Square",,,Apartment,Furnished,4,13,North - East,800,Sq-ft,Less than 5 years,"1bhk fully furnished flat available for rent in Zirakpur at very reasonable price. Grab the chance to own this affordable 1 BHK flat for rent in the Zirakpur area. The rent of the 1 BHK flat is ₹25,000. The flat is on the 4 floor and includes 1 bathrooms, 1 balcony with a carpet area of 950 sqft. 1 Covered parking facility are also available. This home provides power back up, reserved parking, security, service/goods lift, visitor parking. The address is Zirakpur, Chandigarh..",25000,25000,0,31,1,1 Covered,No,No,No,"Banquet Hall, Bar/Lounge, Jogging and Strolling Track, Outdoor Tennis Courts",False,True,Agent,98,Immediately,2026-04-18T23:45:33.000Z,Today,True
ylY2uKcv+mpzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-750-Sq-ft-Multistorey-Apartment-FOR-Rent-Zirakpur-in-Chandigarh&id=4d423832383538383837,2026-04-19 13:51:15,30.656788,76.82119203,,Zirakpur,Zirakpur Ambala highway,"19201|Mk Technology Park, 19202|St. Xaviers International School, 19202|Atticus International School, 19206|Chandigarh Citi Centre, 19206|Tricity Square",,,Apartment,Furnished,10,13,North - East,750,Sq-ft,Less than 5 years,"roperty Description This is 1 Furnish Flat Available for rent on VIP Road zirakpur Eminities in society Parks, Swimming Pool, club house, securty cctv cameras jogging track, powerbackup in common area ,Eminities in Flat Celling Fan 3, Tubelights Led Bulbs, Curtain Rodes, modular kitchen in Flat Eminities Near to Society malls, gym schools, supermar",23000,23000,0,31,2,1 Covered,Yes,No,No,"Service/Goods Lift, Visitor Parking, Banquet Hall",False,True,Agent,100,Immediately,2026-04-18T23:45:34.000Z,Today,True
H81kbuR89rhzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-750-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Chandigarh&id=4d423833303734393237,2026-04-19 13:51:15,30.656788,76.82119203,,Madaan Property Consultant,Madaan Properties,,,,Apartment,Furnished,13,13,North - East,750,Sq-ft,Less than 5 years,"1bhk flat for rent in green lotus Avenue 1 BHK apartment is available on rent in Zirakpur Chandigarh right away. The flat is available for rent at a competitive amount of ₹23,000. The apartment is on the 13 floor, has a covered area of 750 sqft with 2 bathrooms and 2 balcony. The property features power back up, reserved parking, security, service/goods lift, air conditioned, intercom facility, ro water system. The flat can be visited at Zirakpur, Chandigarh..",23000,23000,,31,2,,No,No,No,"Air Conditioned, Banquet Hall, Bar/Lounge, Jogging and Strolling Track",False,True,Agent,78,Immediately,2026-03-31T07:58:22.000Z,"Mar 31, '26",True
ECM6pW3IW0FzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Chandigarh&id=4d423832363930353839,2026-04-19 13:51:15,30.699218924818776,76.74653451808236,,A.S Shekhawat,shiksha.shekhawat1902@gmail.com,,,,Apartment,Semi-Furnished,2,2,East,1500,Sq-ft,5 to 10 years,"A beautiful 1 BHK flat is available for rent in Sector 50D. The Rent amount of this 1 BHK apartment is set at an attractive price of ₹16,000. The flat is on the 2 floor and includes 1 bathrooms, 1 balcony with a carpet area of 1500 sqft. This flat is located at shiksha.shekhawat1902@gmail.com, Sector 50D, Chandigarh, Chandigarh. This is a no-brokerage flat, as the owner is offering this 1 BHK flat on rent.",16000,18000,1000,11,1,,No,No,No,,False,True,Owner,62,Immediately,2026-04-06T23:36:54.000Z,"Apr 07, '26",True
cMUnAtdy7chzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-1500-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-34-in-Chandigarh&id=4d423832313638313639,2026-04-19 13:51:15,30.7195549,76.7639499,,Sector-34,"Chandigarh, Chandigarh","19202|Northridge International School, 19202|Aanchal International School, 19203|Mukat Hospital And Heart Institute, 19206|Piccadilly Square Mall",,,Builder Floor Apartment,Unfurnished,1,1,South -West,1500,Sq-ft,10 to 15 years,"Available One BHK drawing dinning, 1 baths, facing park, first floor for rent in sector 34 chandigarh. If you are searching a 1 BHK apartment for rent in Sector 34, check out this amazing rental flat. The rent of the 1 BHK flat is ₹22,000. The apartment is on the 1 floor, has a carpet area of 2500 sqft with 1 bathrooms and 2 balcony. You will also find 1 Open parking facility. This unit is designed with reserved parking. You can visit the flat at Bridge Market, 17D, Sector 17, Chandigarh.",22000,22000,350,15,1,1 Open,No,No,No,,False,True,Agent,77,Immediately,2025-11-14T10:40:40.000Z,"Nov 14, '25",True
yNFSnRcW6zdzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-600-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-21-in-Chandigarh&id=4d423738393936303733,2026-04-19 13:51:15,30.7263907,76.77549,,Sector 21,Studio Apartment,19202|Manav Mangal High School,,,Builder Floor Apartment,Unfurnished,1,2,North - East,600,Sq-ft,5 to 10 years,"Studio Apartment furnished one bedroom attached bathroom Small kitchen preference Single executive only Check out this newly constructed 1 BHK flat on rent in the prime location of Sector 21 Chandigarh. This 1 BHK flat can be availed at the rental price of ₹17,000. The flat is on the 1 floor and includes 1 bathrooms, 1 balcony with a carpet area of 458 sqft. This home provides power back up, reserved parking, security, air conditioned, ro water system. This flat is located at Studio Apartment, Sector 21, Chandigarh, Chandigarh.",17000,17000,0,28,1,,No,No,No,"Air Conditioned, RO Water System",True,True,Agent,78,Immediately,2026-04-17T05:28:31.000Z,"Apr 17, '26",True
zCaz/Lhidl1zpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-450-Sq-ft-Multistorey-Apartment-FOR-Rent-Zirakpur-in-Chandigarh&id=4d423631353832333237,2026-04-19 13:51:15,30.656788,76.82119203,,Zirakpur,"Zirakpur,Chandigarh","19201|Mk Technology Park, 19202|Atticus International School, 19202|Maya International School, 19206|Tricity Square, 19206|Chandigarh Citi Centre",,,Apartment,Furnished,4,5,North - East,450,Sq-ft,5 to 10 years,"Savitry Greens 1 in Zirakpur, Chandigarh by N K Sharma Group Of Companies Builders is a residential project.::::The project offers Apartment with perfect combination of contemporary architecture and features to provide comfortable living.",15000,15000,2000,33,1,2 Open,Yes,No,No,Jogging and Strolling Track,False,True,Agent,100,Immediately,2026-04-01T11:11:18.000Z,"Apr 01, '26",True
/99lJ8mS/mNzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-800-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-44-in-Chandigarh&id=4d423439323439303535,2026-04-19 13:51:15,30.7127179,76.7524087,,Sector-44,"Chandigarh, Chandigarh",,,,Builder Floor Apartment,Furnished,1,2,North - East,800,Sq-ft,5 to 10 years,"its 1 bhk proertys available in sector 44 very near to market A beautiful 1 BHK flat is available for rent in Sector 44. This 1 BHK flat is available at the reasonable rent amount of ₹15,000. Located on the 1 floor, the flat has 1 bathrooms, 2 balcony in carpet area of 750 sqft. This property offers reserved parking, air conditioned, ro water system. The flat can be visited at Sector 44, Chandigarh, Chandigarh.",15000,15000,100,19,1,,No,No,No,"Air Conditioned, RO Water System",True,True,Agent,64,Immediately,2026-04-11T09:06:28.000Z,"Apr 11, '26",True
rhS2MfhFojZzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-1500-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-37-in-Chandigarh&id=4d423631303030393337,2026-04-19 13:51:15,30.7378169,76.7495233,,Sector-37,2799.,,,,Builder Floor Apartment,Furnished,2,2,South - East,1500,Sq-ft,New Construction,"This is fully furnished one bedroom drawing dinning and attached bath with kitchen suitable for small family. 1 BHK apartment is available on rent in Sector 37 Chandigarh right away. The Rent amount of this 1 BHK apartment is set at an attractive price of ₹25,000. If you rent the flat, you will have access to facilities like 1 Wardrobe, 1 Bed, 1 TV, Fridge, Microwave, 1 AC, Sofa, Washing Machine, Dining Table and Gas Connection. The apartment is on the 2 floor, has a carpet area of 1500 sqft with 1 bathrooms and 2 balcony. 2 Open parking space is also available. The apartment is equipped with power back up, security. The address is 2799., Sector 37, Chandigarh, Chandigarh.",25000,25000,0,17,1,2 Open,No,No,No,,True,True,Agent,94,Immediately,2026-04-03T03:59:24.000Z,"Apr 03, '26",True
7CKuOwTiwrpzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-8-Marla-Builder-Floor-Apartment-FOR-Rent-Sector-23-in-Chandigarh&id=4d423833363737353333,2026-04-19 13:51:15,30.7396066,76.766835,,Sector 23,"Chandigarh, Chandigarh",,,,Builder Floor Apartment,Unfurnished,2,3,North - West,8,Marla,Less than 5 years,"2 Room kitchen bathroom, second floor, two side balcony ample car parking nearby Market bank Temple gurudwara prime location, sector 23, Chandigarh, contact, The Tricity Properties, consultants, Chandigarh",21000,,,10,1,,No,No,No,"Visitor Parking, Laundry Service, Jogging and Strolling Track, Outdoor Tennis Courts",False,True,Agent,71,Immediately,2026-03-07T06:43:45.000Z,"Mar 07, '26",True
yLrZenXZbz9zpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-2256-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-27-in-Chandigarh&id=4d423833393235373235,2026-04-19 13:51:15,30.7231259,76.7985669,,Sector 27,"Chandigarh, Chandigarh","19202|New Public Schools, 19202|Bhavan Vidyalaya",,,Builder Floor Apartment,Furnished,2,3,North - East,2256,Sq-ft,New Construction,"brand new 1bhk is available for rent at a very prime locality in sector 27 chandigarh. FOR MORE DETAILS PLEASE CONTACT US. If you are searching a 1 BHK apartment for rent in Sector 27, check out this amazing rental flat. The apartment is available at an affordable rental price of ₹22,000. Located on the 2 floor, the flat comprises 1 bathrooms, 1 balcony, and has a carpet area of 2772 sqft. Visit the flat at Sector 27, Chandigarh, Chandigarh.",22000,,,10,1,,No,No,No,,False,True,Agent,52,Immediately,2026-03-24T11:58:27.000Z,"Mar 24, '26",True
6+F/ZZqHwENzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-550-Sq-ft-Multistorey-Apartment-FOR-Rent-Zirakpur-in-Chandigarh&id=4d423631393735313335,2026-04-19 13:51:15,30.656788,76.82119203,,Zirakpur,"1 BHK ,Fully Furnished, 1 Floor , Savitry Greens 1 , VIP Road , Zirakpur,Chandigarh","19201|Mk Technology Park, 19202|Atticus International School, 19202|V.B. International Senior Secondary School, 19206|Chandigarh Citi Centre, 19206|Tricity Square",,,Apartment,Furnished,1,4,North - East,550,Sq-ft,Less than 5 years,"If you are planning to rent a flat, you can consider this 1 BHK flat situated in the prime location of Zirakpur. The Rent amount of this 1 BHK apartment is set at an attractive price of ₹15,000. The residents of the flat have access to additional facilities such as 1 Wardrobe, 1 Bed, Fridge, 1 AC and 1 TV. Located on the 1 floor, the flat comprises 1 bathrooms, 1 balcony, and has a carpet area of 350 sqft. There is also facility of 1 Open parking. The property encompasses 4 floor and provides Kids Club, Kids Play Pool With Water Slides amenities. The apartment comes furnished with power back up, reserved parking, security. The address is VIP Road, Zirakpur.",15000,15000,1,27,1,1 Open,No,No,No,,False,True,Agent,95,Immediately,2026-03-09T17:11:43.000Z,"Mar 09, '26",True
murzodsiveFzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-500-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Chandigarh&id=4d423833393936343837,2026-04-19 13:51:15,,,,Shivani ,"Chandigarh, Chandigarh",,,,Apartment,Furnished,1,2,,,,5 to 10 years,"1 BHK apartment is available on rent in Chandigarh right away. The multistorey apartment is available at rent of ₹18,500. Located on the 1 floor, the flat comprises 1 bathrooms, 1 balcony, and has a carpet area of 500 sqft. This 1 BHK flat is directly posted by the owner, so you don't need to pay any brokerage on this property.",18500,,,,1,,No,No,No,,False,False,Owner,45,Immediately,2026-03-30T10:31:40.000Z,"Mar 30, '26",True
SW4cBkCGTpRzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-790-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-63-in-Chandigarh&id=4d423230313839303632,2026-04-19 13:51:15,30.6921903,76.7274147,,Sector 63,63flat.,,,,Apartment,Semi-Furnished,3,5,,790,Sq-ft,New Construction,"It's a 3rd floor Multistorey Apartment in a building of total 5 floors. The Multistorey Apartment is newly constructed. 1 BHK flat is available for rent in Sector 63 immediately. The multistorey apartment is available at rent of ₹12,000. The apartment is on the 3 floor, has a covered area of 790 sqft with 2 bathrooms and 2 balcony. You can visit the flat at 63flat., Sector 63, Chandigarh, Chandigarh. This 1 BHK rental flat comes with no brokerage fees.",12000,,,15,2,,No,No,No,,False,False,Owner,40,Immediately,2026-04-14T15:41:16.000Z,"Apr 14, '26",True
EfP4EnmxnvBzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-800-Sq-ft-Multistorey-Apartment-FOR-Rent-Manimajra-in-Chandigarh&id=4d423833393239393439,2026-04-19 13:51:15,30.7166667,76.8333333,,Manimajra,"Chandigarh, Chandigarh","19210|Housing Board Chowk Bus Stop, 19201|Rajiv Gandhi It Park, 19202|Hansraj Public School, 19202|Rimt World School, 19206|Dlf City Centre Mall",,,Apartment,Semi-Furnished,1,3,North - East,800,Sq-ft,New Construction,"Find 1 BHK flat for rent in Manimajra Chandigarh. You can get this flat at monthly rent of ₹18,000. The flat is on the 1 floor and includes 2 bathrooms, 2 balcony with a carpet area of 800 sqft. You can visit the flat at Manimajra, Chandigarh, Punjab. This 1 BHK flat is directly posted by the owner, so you don't need to pay any brokerage on this property.",18000,,,22,2,,No,No,No,,False,False,Owner,38,Immediately,2026-03-25T05:41:26.000Z,"Mar 25, '26",True
KWawukqa/JVzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-2025-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-37-in-Chandigarh&id=4d423833323631373033,2026-04-19 13:51:15,30.7378169,76.7495233,,Sector-37,"Chandigarh, Chandigarh",,,,Apartment,Furnished,1,3,,2025,Sq-ft,,"Newly Built Owner Free 1 Room Attach Bath for Singlel Girl fully Independent You can avail the 1 BHK flat for rent in the well-known location of Sector 37. The rent of the 1 BHK flat is ₹18,000. The flat is located on the 1 floor which includes 1 bathrooms, 1 balcony, and covers a carpet area of 1775 sqft. The apartment is located at Sector 37, Chandigarh, Chandigarh.",18000,18000,,9,1,,No,No,No,,True,True,Agent,56,Immediately,2026-04-17T23:45:20.000Z,Yesterday,True
illJGlBQ6ydzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-1400-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-18-in-Chandigarh&id=4d423634393531383739,2026-04-19 13:51:15,30.7347851,76.7884713,,Sector 18,Chandigarh.,"19202|Stepping Stones Sr. Sec. School, 19202|B M Schools Private Limited",,,Builder Floor Apartment,Furnished,1,2,North - East,1400,Sq-ft,2016,"Builder floor apartment is available for rent. It is a good location property. Newly Built Kothi in good location. Please contact for more details. Grab the chance to own this affordable 1 BHK flat for rent in the Sector 18 area. ₹18,000 is the monthly rent of this 1 BHK flat. The apartment is on the 1 floor, has a carpet area of 1200 sqft with 1 bathrooms and 2 balcony. This flat is fitted with air conditioned. The full address of the apartment is Chandigarh., Sector 18, Chandigarh, Chandigarh.",18000,18000,,13,1,,No,No,No,Air Conditioned,True,True,Agent,68,Immediately,2026-03-19T05:34:09.000Z,"Mar 19, '26",True
